latitude, longitude, elevation_m, observation_time, station_id, temperature_c, wind_speed_ms, wind_direction, wind_gust, precipitation, source
34.230247,-5.723877,,,Sidi Kacem,,,,,,
34.3091,-6.30305,,,Sidi Yahya El Gharb,,,,,,
33.8538,-7.0606,,,Skhirat,,,,,,
26.7333333333,-11.6833333333,,,Smara,,,,,,
34.6885,-6.0131,,,Souk Larbaa Gharb,,,,,,
29.061042,-9.420387,,,TAGHJIJT,,,,,,
34.050365,-4.430851,,,TAHLA,,,,,,
31.0333333333,-8.4833333333,,,TAKERKOUSTE,,,,,,
28.4461111111,-11.1583333333,,,TAN-TAN,,,,,,
35.72638,-5.9055,,,TANGER (AERODROME),,,,,,
35.7877777778,-5.8066666667,,,TANGER-PORT,,,,,,
34.3969444444,-2.8980555556,,,TAOURIRT,,,,,,
34.2166666667,-4,,,TAZA,,,,,,
29.37973,-9.45375,,,TIGHIRT,,,,,,
28.485409,-10.30597,,,TIGLIT,,,,,,
29.907,-7.3175,,,TISSENT,,,,,,
29.6833333333,-9.7333333333,,,TIZNIT,,,,,,
31.52877,-9.436676,,,TLET EL HANCHANE,,,,,,
31.533449,-7.489915,,,TOUAMA,,,,,,
34.466667,-1.75,,,TOUISSIT,,,,,,
34.61666,-5.116666,,,Tafrant,,,,,,
29.6364,-9.0956,,,Tafraout,,,,,,
27.671,-12.956,,,Tah,,,,,,
30.5322,-7.9277,,,Taliouine,,,,,,
31.81666,-9.3333,,,Talmest,,,,,,
32.5333,-3.43333,,,Talsint,,,,,,
31.8172,-7.5069,,,Tamallalt,,,,,,
31.0027,-9.6747,,,Tamanar,,,,,,
35.8781,-5.5128,,,Tanger Med,,,,,,
34.5375,-4.6342,,,Taounate,,,,,,
27.93828,-12.931,,,Tarfaya,,,,,,
34.9386,-4.3206,,,Targuist,,,,,,
30.5,-8.8166666667,,,Taroudant,,,,,,
29.74083,-7.97361,,,Tata,,,,,,
34.2296805,-3.9436974,,,Taza Hammou Meftah,,,,,,
30.72555,-7.220833,,,Taznakht,,,,,,
33.052912,-2.012222,,,Tendrara,,,,,,
34.65,-4.2666,,,Thar Essouk,,,,,,
21.5834,-14.9721,,,Tichla,,,,,,
33.894166,-6.3222,,,Tiflet,,,,,,
31.5332,-5.6044,,,Tinghir,,,,,,
33.5833,-7.45,,,Tit Mellil,,,,,,
30.9928,-7.8164,,,Toubkal,,,,,,
35.5927777778,-5.3316666667,,,Tétouan,,,,,,
32.2672,-8.5325,,,Youssoufia,,,,,,
28.0167,-9.2833,,,Zag,,,,,,
30.265797,-5.850113,,,Zagora,,,,,,
32.81,-4.997222,,,Zaida,,,,,,
34.9398,-2.7484,,,Zaio,,,,,,
32.6842,-5.8814,,,Zaouiat Cheikh,,,,,,
32.625,-8.7025,,,Zemamra,,,,,,
-16.2167,39.9,,,ANGOCHE,,,,,,
-15.5833,32.7,,,BARRAGEM_AUTO,,,,,,
-19.8,34.9,,,BEIRA,,,,,,
-17.8333,35.3333,,,CAIA,,,,,,
-17.83,35.33,,,CAIA (VILA FONTES)_AUTO,,,,,,
-15.6772,31.3071,,,CARINDE_AUTO,,,,,,
-15.6667,31.3,,,CARINDE_AUTO,,,,,,
-18.0667,33.1667,,,CATANDICA,,,,,,
-26.31,32.19,,,CHANGALANE,,,,,,
-26.3,32.19,,,CHANGALANE_AUTO,,,,,,
-20.3,33.65,,,CHIBABAVA_AUTO,,,,,,
-15.6068,32.4096,,,CHICOA_AUTO,,,,,,
-22.0833,31.9333,,,CHICUALACUALA_AUTO,,,,,,
-19.15,33.43,,,CHIMOIO,,,,,,
-17.75,32.87,,,CHITIMA,,,,,,
-14.82,36.52,,,CUAMBA,,,,,,
-14.82,36.53,,,CUAMBA_AUTO,,,,,,
-23.502,33.453,,,Dindiza,,,,,,
-15.6167,32.95,,,EMA5,,,,,,
-14.95,37.42,,,ENTRE RIOS MALEMA_AUTO,,,,,,
-20.4667,32.7667,,,ESPUNGABERA,,,,,,
-15.73,32.75,,,ESTIMA_AUTO,,,,,,
-15.17,31.88,,,FINGOE_AUTO,,,,,,
-14.91,33.62,,,Furancungo,,,,,,
-16,38.175,,,GILE_AUTO,,,,,,
-23.86667,35.3833,,,INHAMBANE,,,,,,
-23.8667,35.38,,,INHAMBANE AEROPORTO,,,,,,
-24.4667,35.0167,,,INHARRIME-AUTO,,,,,,
-15.6167,32.7333,,,KATCHOLITCHOLI_AUTO,,,,,,
-13.3,35.2333,,,LICHINGA,,,,,,
-15.03333,40.6667,,,LUMBO,,,,,,
-21.0408,34.5109,,,MACHANGA_AUTO,,,,,,
-19.92,33.93,,,MACOSSA_AUTO,,,,,,
-24.73,33.53,,,MANIQUENIQUE_AUTO,,,,,,
-24.4833,32.0833,,,MAPULANGUENE,,,,,,
-25.9167,32.5667,,,MAPUTO/MAVALANE,,,,,,
-13.7333,37.55,,,MARRUPA,,,,,,
-21.55,32.9667,,,MASSANGENA,,,,,,
-21.55,32.97,,,MASSANGENA_AUTO,,,,,,
-23.33,35.38,,,MASSINGA,,,,,,
-11.6,35.4333,,,MATCHEDJE,,,,,,
-15.6167,32.95,,,METEOSONGO,,,,,,
-16.1,35.7667,,,MILANGE,,,,,,
-11.35,40.3667,,,MOCIMBOA DA PRAIA,,,,,,
-16.8333,36.9833,,,MOCUBA,,,,,,
-13.1333,39.0333,,,MONTEPUEZ,,,,,,
-13.1333,39,,,MONTEPUEZ - AUTO,,,,,,
-11.6667,39.55,,,MUEDA,,,,,,
-16.43,37.58,,,Mulevala,,,,,,
-14.4833,40.7167,,,NACALA AIRPORT,,,,,,
-16.2,36.95,,,NAMARROI_AUTO,,,,,,
-15.1,39.2833333333,,,NAMPULA,,,,,,
-24.05,34.7167,,,PANDA,,,,,,
-24.05,34.72,,,PANDA_AUTO,,,,,,
-17.2667,38.15,,,PEBANE,,,,,,
-12.9833,40.5333,,,PEMBA,,,,,,
-17.8833,36.8833,,,QUELIMANE,,,,,,
-15.6,34.4333,,,SONGO,,,,,,
-16.1833333333,33.5833333333,,,TETE,,,,,,
-16.1166666667,33.65,,,TETE CHINGODZE,,,,,,
-16.5833,34.5667,,,TSANGANO,,,,,,
-14.7333333333,34.35,,,ULONGUE,,,,,,
-22,35.3166666667,,,VILANCULOS,,,,,,
-25.05,33.6333333333,,,XAI XAI,,,,,,
-24.895,33.7528,,,Xai-Xai_Aeroporto,,,,,,
-15.6166666667,30.4333333333,,,ZUMBO,,,,,,
-18.3643,19.2562,,,Alex Muranda,,,,,,
-18.094639,21.559972,,,Bagani,,,,,,
-22.7876,16.8144,,,Claratal,,,,,,
-24.1296,15.8947,,,Dieprivier,,,,,,
-20.213968,15.012645,,,Fransfontein,,,,,,
-23.5666666667,15.05,,,GOBABEB,,,,,,
-19.095699,13.326114,,,Giribisvlakte,,,,,,
-19.5986111111,18.1161111111,,,Grootfontein Airport,,,,,,
-18.23475,19.732306,,,Hamoye,,,,,,
-17.544722,24.526694,,,Kalimbeza,,,,,,
-19.332694,19.481083,,,Kanovlei,,,,,,
-18.300233,13.659833,,,Kaoko Otavi,,,,,,
-27.6745,17.8195,,,Karios,,,,,,
-17.63226,24.181329,,,Katima Mulilo Airport,,,,,,
-26.5333333333,18.1166666667,,,Keetmanshoop Airport,,,,,,
-20.378917,14.969517,,,Khorixas,,,,,,
-26.207611,15.863,,,Koichab Pan,,,,,,
-20.168004,14.964558,,,Konop Pos,,,,,,
-26.6852777778,15.2455555556,,,Luderitz Airport,,,,,,
-24.5,17.8666666667,,,Mariental,,,,,,
-17.8976389,20.2122777,,,Mashare,,,,,,
-20.256738,15.067175,,,Mopanie Pos,,,,,,
-17.678528,15.294806,,,Ogongo,,,,,,
-17.43025,13.2781,,,Okangwati,,,,,,
-18.4725,17.33908333,,,Okapya,,,,,,
-21.4166666667,15.9333333333,,,Omaruru,,,,,,
-21.5094,16.7291,,,Omatako,,,,,,
-17.8772222222,15.95,,,Ondangwa Airport,,,,,,
-20.45,16.6333333333,,,Otjiwarongo,,,,,,
-20.1136111111,16.1536111111,,,Outjo,,,,,,
-17.959636,19.713573,,,Rundu Airport,,,,,,
-17.673667,24.031889,,,Sachinga,,,,,,
-22.0445,19.1321,,,Sandveld,,,,,,
-22.9833333333,14.65,,,Walvis Bay Airport,,,,,,
-20.3971,17.3529,,,Waterberg,,,,,,
-22.5666666667,17.1,,,Windhoek,,,,,,
-22.3149,14.4621,,,Wlotzkasbaken,,,,,,
16.9666666667,7.9833333333,,,AGADEZ,,,,,,
13.9154,4.8231,,,Alléla,,,,,,
18.6833333333,12.9166666667,,,BILMA,,,,,,
13.8,5.25,,,BIRNI-N'KONNI,,,,,,
14.6443,4.347,,,Bagaroua,,,,,,
13.6875,6.1948,,,Bangui,,,,,,
14.251525,3.441597,,,Chikal,,,,,,
13.4166666667,12.7833333333,,,DIFFA,,,,,,
13.0333333333,3.3,,,DOSSO,,,,,,
14.5148,6.7817,,,Dakoro,,,,,,
13.4203,8.6329,,,Doungou,,,,,,
11.8833333333,3.45,,,GAYA,,,,,,
13.9833333333,10.3,,,GOURE,,,,,,
13.701393,11.196321,,,Goudoumaria,,,,,,
13.6624,6.7007,,,Guidan Roumdji,,,,,,
13.5345,6.8811,,,Guidan-sori,,,,,,
16.78,6.9,,,Ingall,,,,,,
14.76217,5.769484,,,Keita,,,,,,
13.1717,8.678,,,Kwaya/K.Baka,,,,,,
13.2333333333,11.9833333333,,,MAINE-SOROA,,,,,,
13.4666666667,7.0833333333,,,MARADI,,,,,,
14.071954,5.939502,,,Madaoua,,,,,,
12.9811,8.9311,,,Magaria,,,,,,
14.25,13.1166666667,,,N'GUIGMI,,,,,,
13.2833333333,2.1166666667,,,NIAMEY-AERO,,,,,,
14.9,5.25,,,TAHOUA,,,,,,
14.2,1.45,,,TILLABERY,,,,,,
14.95,8.82,,,Tanout,,,,,,
15.88,5.8,,,Tchintabaraden,,,,,,
13.741493,7.983577,,,Tessaoua,,,,,,
13.7833333333,8.9833333333,,,ZINDER,,,,,,
6.360347,8.072222,,,ABAKALIKI,,,,,,
7.1666666667,3.3333333333,,,ABEOKUTA,,,,,,
9.02033,7.2746,,,ABUJA,,,,,,
7.65,5.2,,,ADO EKITI,,,,,,
7.24712,5.30019,,,AKURE,,,,,,
6.2,6.7,,,ASABA,,,,,,
6.2,7.05,,,AWKA,,,,,,
10.48428,9.7464,,,BAUCHI,,,,,,
6.31648,5.6026,,,BENIN CITY,,,,,,
9.1,6.0166666667,,,BIDA,,,,,,
12.4666666667,4.2166666667,,,BIRNIN KEBBI,,,,,,
4.971369,8.346764,,,CALABAR,,,,,,
4.9671366667,8.34719,,,CALABAR UPPER AIR,,,,,,
11.65099,9.29907,,,DUTSE,,,,,,
4.6423,7.9244,,,EKET Marine,,,,,,
6.472239,7.567777,,,ENUGU,,,,,,
10.30315,10.90357,,,GOMBE,,,,,,
12.1666666667,6.7,,,GUSAU,,,,,,
7.35,3.9,,,IBADAN,,,,,,
8.1833333333,9.75,,,IBI,,,,,,
6.8333333333,3.9333333333,,,IJEBU ODE,,,,,,
5.9666666667,8.7,,,IKOM,,,,,,
8.43778,4.49536,,,ILORIN,,,,,,
7.9666666667,3.6,,,ISEYIN,,,,,,
8.54,11.17,,,JALINGO,,,,,,
9.63576,8.87459,,,JOS,,,,,,
9.8666666667,8.9,,,JOS UPPER AIR,,,,,,
10.5155,7.44942,,,KADUNA,,,,,,
12.05147,8.5314,,,KANO,,,,,,
12.99682,7.6526,,,KATSINA,,,,,,
8.55,8.5333333333,,,LAFIA,,,,,,
6.45,3.4,,,LAGOS ROOF,,,,,,
6.59,3.2,,,LAGOS/IKEJA,,,,,,
6.5,3.3833333333,,,LAGOS/OSHODI,,,,,,
7.7833333333,6.7333333333,,,LOKOJA,,,,,,
11.85451,13.08632,,,MAIDUGURI,,,,,,
7.70506,8.60974,,,MAKURDI,,,,,,
9.67365,6.51145,,,MINNA,,,,,,
12.8833333333,10.4666666667,,,NGURU,,,,,,
6.6,9.3166666667,,,OBUDU,,,,,,
6.6666666667,8.8,,,OGOJA,,,,,,
7.1,4.8333333333,,,ONDO,,,,,,
6.15,6.7833333333,,,ONITSHA,,,,,,
7.7833333333,4.4833333333,,,OSHOGBO,,,,,,
5.429504,7.200527,,,OWERRI,,,,,,
5.01825,6.95535,,,PORT HARCOURT,,,,,,
11.7,11.0333333333,,,POTISKUM,,,,,,
8.6666666667,3.3833333333,,,SHAKI (65108-0),,,,,,
12.91763,5.19723,,,SOKOTO,,,,,,
5.4833333333,7.55,,,UMUAHIA,,,,,,
7.84,5.18,,,USI-EKITI,,,,,,
4.94544,7.94829,,,UYO,,,,,,
5.5166666667,5.7333333333,,,WARRI,,,,,,
10.8833333333,4.75,,,YELWA,,,,,,
4.57,6.12,,,YENEGOA,,,,,,
9.2333333333,12.4666666667,,,YOLA,,,,,,
11.1359,7.68893,,,ZARIA,,,,,,
-54.4,3.2833333333,,,BOUVET ISLAND,,,,,,
32.647525,-16.89248333,,,FUNCHAL,,,,,,
32.693167,-16.776208,,,FUNCHAL/S.CATARINA,,,,,,
32.6500015259,-16.8833332062,,,Funchal (Madeira),,,,,,
33.071458,-16.348483,,,PORTO SANTO,,,,,,
30.14537,-15.871041,,,SELVAGEM GRANDE,,,,,,
-2.18,29.73,,,BYIMANA,,,,,,
-1.6,30.05,,,BYUMBA MET,,,,,,
-2.48,29.55,,,GIKONGORO MET,,,,,,
-1.67,29.25,,,GISENYI,,,,,,
-1.96,30.06,,,GITEGA,,,,,,
-2.47,28.92,,,KAMEMBE,,,,,,
-1.8242,30.4478,,,KAWANGIRE,,,,,,
-2.15,30.5,,,KAZO,,,,,,
-1.965,30.1327777778,,,KIGALI,,,,,,
-1.294722,30.33139,,,NYAGATARE,,,,,,
-2.0672,29.41047,,,RUBENGERA,,,,,,
-15.9419444444,-5.6672222222,,,BOTTOMS WOOD, ST. HELENA,,,,,,
-40.3495,-9.8804,,,GOUGH ISLAND,,,,,,
-7.97,-14.4055555556,,,WIDEAWAKE AIRFIELD, ASCENSION ISLAND,,,,,,
0.3833333333,6.7166666667,,,Aeroporto de S. Tomé,,,,,,
1.65,7.4166666667,,,Aeroporto do Príncipe,,,,,,
12.4,-16.75,,,CAP-SKIRRING,,,,,,
14.6708543,-17.0673474,,,DAKAR-DIASS-AIBD,,,,,,
14.73,-17.5,,,DAKAR/YOFF,,,,,,
14.65,-16.23,,,DIOURBEL,,,,,,
14.13,-16.07,,,KAOLACK,,,,,,
12.57,-12.22,,,KEDOUGOU,,,,,,
12.88,-14.97,,,KOLDA,,,,,,
15.38,-15.1197222222,,,LINGUERE,,,,,,
15.63,-13.25,,,MATAM,,,,,,
16.6497222222,-14.9297222222,,,PODOR,,,,,,
16.05,-16.4497222222,,,SAINT-LOUIS,,,,,,
13.7697222222,-13.6797222222,,,TAMBACOUNDA,,,,,,
12.55,-16.2697222222,,,ZIGUINCHOR,,,,,,
-4.7152,55.4821,,,Anse Boileau,,,,,,
-4.7813,55.5225,,,Anse Forbans,,,,,,
-4.7067,55.5199,,,Au Cap Primary School,,,,,,
-4.7516,55.4808,,,Baie-Lazare Primary School,,,,,,
-4.6443,55.3834,,,Cap Ternay,,,,,,
-4.5905,55.4463,,,La Gogue PUC Dam,,,,,,
-4.6665,55.4709,,,La Misère, Maison Muscade,,,,,,
-4.6209,55.4224,,,Le Niole PUC Waterworks,,,,,,
-4.564,55.4373,,,Machabée,,,,,,
-4.6546,55.4698,,,Mt Josephine,,,,,,
-4.7053,55.5018,,,Mt. Posée,,,,,,
-4.6094,55.4691,,,Perseverance PUC Desalination Plant,,,,,,
-4.6701,55.5138,,,SEYCHELLES INTERNATIONAL AIRPORT,,,,,,
-90,55.66,,,Teststation template xy_Beryl,,,,,,
-4.7406,55.5153,,,UniSey,,,,,,
-4.6196,55.4621,,,Victoria Harbour,,,,,,
7.95,-11.7666666667,,,BO,,,,,,
7.5333333333,-12.5,,,BONTHE,,,,,,
7.9833333333,-10.85,,,DARU,,,,,,
9.5833333333,-11.55,,,KABALA,,,,,,
8.6166666667,-13.2,,,LUNGI,,,,,,
7.638859,-12.178531,,,Lungi Synoptic Station,,,,,,
8.55,-12.05,,,MAKENI,,,,,,
7.612823,-12.178539,,,Mattru Jong Agromet,,,,,,
8.1,-12.1,,,NJALA,,,,,,
8.65,-10.9666666667,,,SEFADU,,,,,,
8.4166666667,-11.8333333333,,,YELE,,,,,,
11.95,50.7333333333,,,ALULA (63200-0),,,,,,
2.35,42.3,,,BARDERA,,,,,,
4.7,45.2166666667,,,BELET UEN,,,,,,
10.4166666667,45.0166666667,,,BERBERA,,,,,,
9.95,43.1833333333,,,BORAMA,,,,,,
11.2833333333,49.1833333333,,,BOSASO,,,,,,
9.5166666667,45.5666666667,,,BURAO,,,,,,
-0.3666666667,42.4333333333,,,CHISIMAIO,,,,,,
7.95,49.7833333333,,,EIL,,,,,,
4.7,46.6166666667,,,EL BUR,,,,,,
10.6333333333,47.3666666667,,,ERIGAVO,,,,,,
6.85,47.2666666667,,,GALCAYO,,,,,,
9.5166666667,49.0833333333,,,GARDO,,,,,,
7.95,48.5,,,GAROE,,,,,,
9.5,44.0833333333,,,HARGEISA,,,,,,
4.1833333333,43.8666666667,,,HUDDUR,,,,,,
3.1333333333,43.6666666667,,,ISCIA BAIDOA,,,,,,
8.5,47.3666666667,,,LAS-ANOD,,,,,,
3.5833333333,42.45,,,LUG-GANANE,,,,,,
2.0333333333,45.35,,,MOGADISCIO,,,,,,
5.3333333333,48.5666666667,,,OBBIA,,,,,,
10.3,50.2333333333,,,SCUSCIUBAN,,,,,,
-33.4421,25.7485,,,ADDO ELEPHANT PARK,,,,,,
-28.57,16.5287,,,ALEXANDER BAY,,,,,,
-30.8029,26.8834,,,ALIWAL NORTH PLAATKOP,,,,,,
-28.595,20.3401,,,AUGRABIES FALLS,,,,,,
-28.3644,31.2065,,,BABANANGO,,,,,,
-30.9315,27.607,,,BARKLY EAST (CAERLEON),,,,,,
-32.3476,22.5731,,,BEAUFORT WEST,,,,,,
-25.6917,30.0344,,,BELFAST,,,,,,
-28.2496,28.3343,,,BETHLEHEM,,,,,,
-32.8945,27.2868,,,BISHO,,,,,,
-29.1039,26.2981,,,BLOEMFONTEIN AIRPORT,,,,,,
-29.1204,26.1874,,,BLOEMFONTEIN CITY,,,,,,
-27.6511,25.6219,,,BLOEMHOF,,,,,,
-30.4647,20.4783,,,BRANDVLEI,,,,,,
-31.4819,19.7617,,,CALVINIA,,,,,,
-34.8262,20.0131,,,CAPE AGULHAS,,,,,,
-32.8278,17.8558,,,CAPE COLUMBINE,,,,,,
-31.6534,29.5077,,,CAPE HERMES,,,,,,
-34.3532,18.4894,,,CAPE POINT (68916-0),,,,,,
-34.2117,24.8347,,,CAPE ST FRANCIS,,,,,,
-33.9206,18.443,,,CAPE TOWN - PORTNET,,,,,,
-33.9631,18.6023,,,CAPE TOWN INTNL. AIRPORT,,,,,,
-26.0739,30.11,,,CAROLINA (68380-0),,,,,,
-29.5417,30.265,,,CEDARA,,,,,,
-28.1978,32.4142,,,CHARTERS CREEK,,,,,,
-32.1768,18.888,,,CLANWILLIAM,,,,,,
-31.9653,29.1346,,,COFFEE BAY,,,,,,
-32.1675,25.6253,,,CRADOCK-MUN,,,,,,
-33.9789,18.6,,,CT-AWS,,,,,,
-30.6651,23.9927,,,DE AAR,,,,,,
-32.5276,27.4606,,,DOHNE-AGR,,,,,,
-29.934,30.9886,,,DURBAN INTNL. AIRPORT,,,,,,
-29.7669,31.0555,,,DURBAN-VIRGINIA,,,,,,
-30.6647224426,23.9925003052,,,De Aar,,,,,,
-33.0357,27.8161,,,EAST LONDON,,,,,,
-34.1525,19.0298,,,ELGIN EXP FARM,,,,,,
-31.3363,27.8404,,,ELLIOT,,,,,,
-26.4977,29.9838,,,ERMELO,,,,,,
-29.0091,29.8627,,,ESTCOURT,,,,,,
-32.9636,19.4308,,,EXCELSIOR CERES,,,,,,
-29.7535,25.323,,,FAURESMITH,,,,,,
-28.8272,27.9041,,,FICKSBURG,,,,,,
-32.7881,26.6293,,,FORT BEAUFORT,,,,,,
-27.2881,28.5114,,,FRANKFORT-TNK,,,,,,
-31.916,21.5078,,,FRASERBURG,,,,,,
-30.5621,25.5278,,,GARIEP DAM,,,,,,
-33.1964,18.1241,,,GEELBEK,,,,,,
-34.0043,22.3843,,,GEORGE AIRPORT,,,,,,
-29.2649,29.5223,,,GIANTS CASTLE,,,,,,
-28.942,26.3258,,,GLEN COLLEGE AWS,,,,,,
-32.1931,24.5432,,,GRAAFF-REINET,,,,,,
-33.2907,26.5026,,,GRAHAMSTOWN,,,,,,
-24.9351,30.8391,,,GRASKOP,,,,,,
-29.0832,30.6034,,,GREYTOWN,,,,,,
-34.4324,19.2246,,,HERMANUS,,,,,,
-24.3526,31.0493,,,HOEDSPRUIT,,,,,,
-30.1525,30.0747,,,IXOPO,,,,,,
-25.9099998474,28.2166671753,,,Irene,,,,,,
-31.121,26.8098,,,JAMESTOWN,,,,,,
-26.1566,27.9991,,,JOHANNESBURG BOT. TUINE,,,,,,
-26.143,28.2346,,,JOHANNESBURG INTNL. AIRPORT,,,,,,
-33.8247,23.8606,,,JOUBERTINA,,,,,,
-27.6703,23.0063,,,KATHU,,,,,,
-28.8061,24.7698,,,KIMBERLEY,,,,,,
-29.6018,31.1239,,,KING SHAKA INT'L AIRPORT,,,,,,
-26.8981,26.6209,,,KLERKSDORP,,,,,,
-34.0949,23.0815,,,KNYSNA,,,,,,
-30.1955,17.2903,,,KOINGNAAS,,,,,,
-30.5012,29.3942,,,KOKSTAD,,,,,,
-25.5145,31.9103,,,KOMATIDRAAI,,,,,,
-27.6665,27.3136,,,KROONSTAD,,,,,,
-27.4331,23.4474,,,KURUMAN,,,,,,
-33.5006,21.2653,,,LADISMITH,,,,,,
-28.5755,29.7503,,,LADYSMITH,,,,,,
-33.1908,20.8626,,,LAINGSBURG,,,,,,
-32.0351,18.3326,,,LAMBERTS BAY NORTIER,,,,,,
-32.9725,18.1578,,,LANGEBAANWEG,,,,,,
-23.6767,27.7051,,,LEPHALALE,,,,,,
-23.0943,30.2863,,,LEVUBU,,,,,,
-26.133,26.1644,,,LICHTENBURG,,,,,,
-25.1119,30.4766,,,LYDENBURG,,,,,,
-24.6884,26.1964,,,MADIKWE GAME RESERVE,,,,,,
-25.8037,25.5428,,,MAFIKENG,,,,,,
-27.3941,32.1769,,,MAKATINI,,,,,,
-33.4725,18.7183,,,MALMESBURY,,,,,,
-29.1582,31.4023,,,MANDINI,,,,,,
-23.1443,29.557,,,MARA,,,,,,
-30.8588,30.3433,,,MARGATE,,,,,,
-46.8767,37.8587,,,MARION ISLAND,,,,,,
-23.5948,28.3878,,,MARKEN,,,,,,
-27.4775,32.5983,,,MBAZWANA AIRFIELD,,,,,,
-24.1967,29.0066,,,MOKOPANE,,,,,,
-33.9377,18.4109,,,MOLTENO RESERVIOR,,,,,,
-29.218,30.0025,,,MOOI RIVER,,,,,,
-29.7068,31.046,,,MOUNT EDGECOMBE,,,,,,
-28.9474,31.7079,,,MTUNZINI,,,,,,
-25.5031,30.9116,,,NELSPRUIT,,,,,,
-27.7685,29.9771,,,NEWCASTLE,,,,,,
-33.8051,25.6695,,,NGQURA (COEGA),,,,,,
-31.3761,19.1081,,,NIEUWOUDTVILLE,,,,,,
-31.1863,24.9603,,,NOUPOORT,,,,,,
-29.6478,30.3995,,,ORIBI AIRPORT,,,,,,
-26.8145,26.0107,,,OTTOSDAL,,,,,,
-25.1815,29.339,,,OUDESTAD,,,,,,
-33.6,22.1878,,,OUDTSHOORN,,,,,,
-33.7219,18.972,,,PAARL,,,,,,
-30.7544,30.2577,,,PADDOCK,,,,,,
-33.7653,24.8233,,,PATENSIE,,,,,,
-30.3997,30.6858,,,PENNINGTON SOUTH,,,,,,
-29.6278,30.4029,,,PIETERMARITZBURG,,,,,,
-25.2573,27.2238,,,PILANESBERG,,,,,,
-34.0896,23.3259,,,PLETTENBERG BAY,,,,,,
-29.1236,19.389,,,POFADDER,,,,,,
-23.8576,29.4517,,,POLOKWANE,,,,,,
-27.4139,31.5906,,,PONGOLA,,,,,,
-33.5595,26.8809,,,PORT ALFRED ARPORT,,,,,,
-31.0621,30.2213,,,PORT EDWARD,,,,,,
-33.9864,25.6164,,,PORT ELIZABETH,,,,,,
-29.25,16.8685,,,PORT NOLLOTH,,,,,,
-33.0128,18.9771,,,PORTERVILLE,,,,,,
-28.3454,23.079,,,POSTMASBURG,,,,,,
-26.7359,27.0755,,,POTCHEFSTROOM,,,,,,
-25.9105,28.2106,,,PRETORIA (IRENE),,,,,,
-25.7663,28.2005,,,PRETORIA UNISA,,,,,,
-29.6701,22.7401,,,PRIESKA,,,,,,
-22.692,31.0159,,,PUNDA MARIA,,,,,,
-31.9178,26.8781,,,QUEENSTOWN,,,,,,
-29.1663,26.0511,,,RADAR Bloemfontein,,,,,,
-34.0541,18.3853,,,RADAR Cape town,,,,,,
-29.7072,31.0815,,,RADAR Durban,,,,,,
-31.5371,28.7645,,,RADAR Mthatha,,,,,,
-33.9847,25.6107,,,RADAR Port Elizabeth,,,,,,
-28.7378,32.0934,,,RICHARDS BAY,,,,,,
-34.0958,21.2517,,,RIVERSDALE,,,,,,
-33.7989,18.3744,,,ROBBEN ISLAND,,,,,,
-33.7947,19.9011,,,ROBERTSON,,,,,,
-28.6858,28.9542,,,ROYAL NATIONAL PARK,,,,,,
-25.6607,27.2322,,,RUSTENBURG,,,,,,
-29.7869,29.3525,,,SHALEBURN,,,,,,
-24.9926,31.588,,,SKUKUZA (68296-0),,,,,,
-34.1482,18.3192,,,SLANGKOP,,,,,,
-33.0497,25.7193,,,SOMERSET EAST,,,,,,
-29.6694,17.8788,,,SPRINGBOK,,,,,,
-26.2395,28.4351,,,SPRINGS,,,,,,
-34.369,21.3913,,,STILBAAI,,,,,,
-34.8002,20.0569,,,STRUISBAAI,,,,,,
-32.3996,20.6629,,,SUTHERLAND,,,,,,
-24.99306,31.58389,,,Skukuza,,,,,,
-29.6666660309,17.8999996185,,,Springbok,,,,,,
-27.5452,24.7687,,,TAUNG,,,,,,
-24.5799,27.4134,,,THABAZIMBI,,,,,,
-23.0797,30.3837,,,THOHOYANDOU,,,,,,
-22.9845,30.4583,,,THOHOYANDOU WO,,,,,,
-26.4717,20.6104,,,TWEE RIVIEREN,,,,,,
-34.1497,19.9031,,,TYGERHOEK,,,,,,
-33.7141,25.4352,,,UITENHAGE,,,,,,
-28.3126,31.4206,,,ULUNDI,,,,,,
-31.5497,28.6739,,,UMTATA,,,,,,
-28.4111,21.2641,,,UPINGTON,,,,,,
-28.3789,29.3853,,,VAN REENEN,,,,,,
-26.8774,22.0499,,,VAN ZYLSRUS,,,,,,
-30.3498,21.8244,,,VANWYKSVLEI,,,,,,
-26.3123,26.8138,,,VENTERSDORP,,,,,,
-26.5699,27.9665,,,VEREENIGING,,,,,,
-28.7694,17.6234,,,VIOOLSDRIF,,,,,,
-27.4228,29.1695,,,VREDE,,,,,,
-31.673,18.496,,,VREDENDAL,,,,,,
-26.9547,24.6527,,,VRYBURG,,,,,,
-27.7773,30.7961,,,VRYHEID,,,,,,
-24.8992,28.3239,,,WARMBAD TOWOOMBA,,,,,,
-27.9947,26.666,,,WELKOM,,,,,,
-29.9157,26.847,,,WEPENER,,,,,,
-33.3003,23.4839,,,WILLOWMORE,,,,,,
-25.8323,29.1921,,,WITBANK,,,,,,
-33.6639,19.4187,,,WORCESTER,,,,,,
4.8666666667,31.6,,,JUBA,,,,,,
4.6933,31.7052,,,Lokiliri,,,,,,
4.5035,34.155,,,Narus CAD,,,,,,
4.3962,32.5641,,,Torit town (Gumbo),,,,,,
7.7,28.0166666667,,,WAU,,,,,,
